lat,lon,地形,河网,地均人口,地均GDP,人均GDP,population,地名
26.05,99.3,0,0,0,0,0,0,
26.05,99.35,0,0,0,0,0,0,
26.05,99.4,0,0,0,0,0,0,
26.05,99.45,0,0,0,0,0,0,
26.05,99.5,0,0,0,0,0,0,
26.05,99.55,0,0,0,0,0,0,
26.05,99.6,0,0,0,0,0,0,
26.05,99.65,0,0,0,0,0,0,
26.05,99.7,0,0,0,0,0,0,
26.05,99.75,0,0,0,0,0,0,
26.05,99.8,0,0,0,0,0,0,
26.05,99.85,0,0,0,0,0,0,
26.05,99.9,0,0,0,0,0,0,
26.05,99.95,0,0,0,0,0,0,
26.05,100,0,0,0,0,0,0,
26.05,100.05,0,0,0,0,0,0,
26.05,100.1,0,0,0,0,0,0,
26.05,100.15,0,0,0,0,0,0,
26.05,100.2,0,0,0,0,0,0,
26.05,100.25,0,0,0,0,0,0,
26.05,100.3,0,0,0,0,0,0,
26.05,100.35,0,0,0,0,0,0,
26.05,100.4,0,0,0,0,0,0,
26.05,100.45,0,0,0,0,0,0,
26.05,100.5,0,0,0,0,0,0,
26.05,100.55,0,0,0,0,0,0,
26.05,100.6,0,0,0,0,0,0,
26.05,100.65,0,0,0,0,0,0,
26.05,100.7,0,0,0,0,0,0,
26.05,100.75,0,0,0,0,0,0,
26.05,100.8,0,0,0,0,0,0,
26.05,100.85,0,0,0,0,0,0,
26.05,100.9,0,0,0,0,0,0,
26.05,100.95,0,0,0,0,0,0,
26.05,101,0,0,0,0,0,0,
26.05,101.05,0,0,0,0,0,0,
26.05,101.1,0,0,0,0,0,0,
26.05,101.15,0,0,0,0,0,0,
26.05,101.2,0,0,0,0,0,0,
26.05,101.25,0,0,0,0,0,0,
26.05,101.3,0,0,0,0,0,0,
26.05,101.35,0,0,0,0,0,0,
26.05,101.4,0,0,0,0,0,0,
26.05,101.45,0,0,0,0,0,0,
26.05,101.5,0,0,0,0,0,0,
26.05,101.55,0,0,0,0,0,0,
26.05,101.65,0,0,0,0,0,0,
26.05,101.7,0,0,0,0,0,0,
26.05,101.75,0,0,0,0,0,0,
26.05,101.8,0,0,0,0,0,0,
26.05,101.85,0,0,0,0,0,0,
26.05,101.9,0,0,0,0,0,0,
26.05,101.95,0,0,0,0,0,0,
26.05,102,0,0,0,0,0,0,
26.05,102.05,0,0,0,0,0,0,
26.05,102.1,0,0,0,0,0,0,
26.05,102.15,0,0,0,0,0,0,
26.05,103.9,0,0,0,0,0,0,
26.05,103.95,0,0,0,0,0,0,
26.05,104,0,0,0,0,0,0,
26.05,104.05,0,0,0,0,0,0,
26.05,104.1,0,0,0,0,0,0,
26.05,104.15,0,0,0,0,0,0,
26.05,104.2,0,0,0,0,0,0,
26.05,104.25,0,0,0,0,0,0,
26.05,104.3,0,0,0,0,0,0,
26.05,104.35,0,0,0,0,0,0,
26.05,104.4,0,0,0,0,0,0,
26.05,104.45,0,0,0,0,0,0,
26.05,104.5,0,0,0,0,0,0,
26.05,104.55,0,0,0,0,0,0,
26.05,104.6,0,0,0,0,0,0,
26.05,104.65,0,0,0,0,0,0,
26.05,104.7,0,0,0,0,0,0,
26.05,104.75,0,0,0,0,0,0,
26.05,104.8,0,0,0,0,0,0,
26.05,104.85,0,0,0,0,0,0,
26.05,104.9,0,0,0,0,0,0,
26.05,104.95,0,0,0,0,0,0,
26.05,105,0,0,0,0,0,0,
26.05,105.05,0,0,0,0,0,0,
26.05,105.1,0,0,0,0,0,0,
26.05,105.15,0,0,0,0,0,0,
26.05,105.2,0,0,0,0,0,0,
26.05,105.25,0,0,0,0,0,0,
26.05,105.3,0,0,0,0,0,0,
26.05,105.35,0,0,0,0,0,0,
26.05,105.4,0,0,0,0,0,0,
26.05,105.45,0,0,0,0,0,0,
26.05,105.5,0,0,0,0,0,0,
26.05,105.55,0,0,0,0,0,0,
26.05,105.6,0,0,0,0,0,0,
26.05,105.65,0,0,0,0,0,0,
26.05,105.7,0,0,0,0,0,0,
26.05,105.75,0,0,0,0,0,0,
26.05,105.8,0,0,0,0,0,0,
26.05,105.85,0,0,0,0,0,0,
26.05,105.9,0,0,0,0,0,0,
26.05,105.95,0,0,0,0,0,0,
26.05,106,0,0,0,0,0,0,
26.05,106.05,0,0,0,0,0,0,
26.05,106.1,0,0,0,0,0,0,
26.05,106.15,0,0,0,0,0,0,
26.05,106.2,0,0,0,0,0,0,
26.05,106.25,0,0,0,0,0,0,
26.05,106.3,0,0,0,0,0,0,
26.05,106.35,0,0,0,0,0,0,
26.05,106.4,0,0,0,0,0,0,
26.05,106.45,0,0,0,0,0,0,
26.05,106.5,0,0,0,0,0,0,
26.05,106.55,0,0,0,0,0,0,
26.05,106.6,0,0,0,0,0,0,
26.05,106.65,0,0,0,0,0,0,
26.05,106.7,0,0,0,0,0,0,
26.05,106.75,0,0,0,0,0,0,
26.05,106.8,0,0,0,0,0,0,
26.05,106.85,0,0,0,0,0,0,
26.05,106.9,0,0,0,0,0,0,
26.05,106.95,0,0,0,0,0,0,
26.05,107,0,0,0,0,0,0,
26.05,107.05,0,0,0,0,0,0,
26.05,107.1,0,0,0,0,0,0,
26.05,107.15,0,0,0,0,0,0,
26.05,107.2,0,0,0,0,0,0,
26.05,107.25,0,0,0,0,0,0,
26.05,107.3,0,0,0,0,0,0,
26.05,107.35,0,0,0,0,0,0,
26.05,107.4,0,0,0,0,0,0,
26.05,107.45,0,0,0,0,0,0,
26.05,107.5,0,0,0,0,0,0,
26.05,107.55,0,0,0,0,0,0,
26.05,107.6,0,0,0,0,0,0,
26.05,107.65,0,0,0,0,0,0,
26.05,107.8,0,0,0,0,0,0,
26.05,107.85,0,0,0,0,0,0,
26.05,107.95,0,0,0,0,0,44.35,宁南县
26.05,108.05,0,0,0,0,0,0,
26.05,108.1,0,0,0,0,0,0,
26.05,108.15,0,0,0,0,0,0,
26.05,108.2,0,0,0,0,0,44.35,宁南县
26.05,108.25,0,0,0,0,0,0,
26.05,108.3,0,0,0,0,0,0,
26.1,98.1,0,0,0,0,0,0,
26.1,98.15,0,0,0,0,0,0,
26.1,98.2,0,0,0,0,0,0,
26.1,98.25,0,0,0,0,0,0,
26.1,98.3,0,0,0,0,0,0,
26.1,98.35,0,0,0,0,0,0,
26.1,98.4,0,0,0,0,0,0,
26.1,98.45,0,0,0,0,0,0,
26.1,98.5,0,0,0,0,0,0,
26.1,98.55,0,0,0,0,0,0,
26.1,98.6,0,0,0,0,0,0,
26.1,98.65,0,0,0,0,0,0,
26.1,98.7,0,0,0,0,0,0,
26.1,98.75,0,0,0,0,0,0,
26.1,98.8,0,0,0,0,0,0,
26.1,98.85,0,0,0,0,0,0,
26.1,98.9,0,0,0,0,0,0,
26.1,98.95,0,0,0,0,0,0,
26.1,99,0,0,0,0,0,0,
26.1,99.05,0,0,0,0,0,0,
26.1,99.1,0,0,0,0,0,0,
26.1,99.15,0,0,0,0,0,0,
26.1,99.2,0,0,0,0,0,0,
26.1,99.25,0,0,0,0,0,0,
26.1,99.3,0,0,0,0,0,0,
26.1,99.35,0,0,0,0,0,0,
26.1,99.4,0,0,0,0,0,0,
26.1,99.45,0,0,0,0,0,0,
26.1,99.5,0,0,0,0,0,0,
26.1,99.55,0,0,0,0,0,0,
26.1,99.6,0,0,0,0,0,0,
26.1,99.65,0,0,0,0,0,0,
26.1,99.7,0,0,0,0,0,0,
26.1,99.75,0,0,0,0,0,0,
26.1,99.8,0,0,0,0,0,0,
26.1,99.85,0,0,0,0,0,0,
26.1,99.9,0,0,0,0,0,0,
26.1,99.95,0,0,0,0,0,0,
26.1,100,0,0,0,0,0,0,
26.1,100.05,0,0,0,0,0,0,
26.1,100.1,0,0,0,0,0,0,
26.1,100.15,0,0,0,0,0,0,
26.1,100.2,0,0,0,0,0,0,
26.1,100.25,0,0,0,0,0,0,
26.1,100.3,0,0,0,0,0,0,
26.1,100.35,0,0,0,0,0,0,
26.1,100.4,0,0,0,0,0,0,
26.1,100.45,0,0,0,0,0,0,
26.1,100.5,0,0,0,0,0,0,
26.1,100.55,0,0,0,0,0,0,
26.1,100.6,0,0,0,0,0,0,
26.1,100.65,0,0,0,0,0,0,
26.1,100.7,0,0,0,0,0,0,
26.1,100.75,0,0,0,0,0,0,
26.1,100.8,0,0,0,0,0,0,
26.1,100.85,0,0,0,0,0,0,
26.1,100.9,0,0,0,0,0,0,
26.1,100.95,0,0,0,0,0,0,
26.1,101,0,0,0,0,0,0,
26.1,101.05,0,0,0,0,0,0,
26.1,101.1,0,0,0,0,0,0,
26.1,101.15,0,0,0,0,0,0,
26.1,101.2,0,0,0,0,0,0,
26.1,101.25,0,0,0,0,0,0,
26.1,101.3,0,0,0,0,0,0,
26.1,101.35,0,0,0,0,0,0,
26.1,101.4,0,0,0,0,0,0,
26.1,101.45,0,0,0,0,0,0,
26.1,101.5,0,0,0,0,0,0,
26.1,101.55,0,0,0,0,0,0,
26.1,101.6,0,0,0,0,0,0,
26.1,101.65,0,0,0,0,0,0,
26.1,101.7,0,0,0,0,0,0,
26.1,101.75,0,0,0,0,0,0,
26.1,101.8,0,0,0,0,0,0,
26.1,103.65,0,0,0,0,0,0,
26.1,103.7,0,0,0,0,0,0,
26.1,103.75,0,0,0,0,0,0,
26.1,103.8,0,0,0,0,0,0,
26.1,103.85,0,0,0,0,0,0,
26.1,103.9,0,0,0,0,0,0,
26.1,103.95,0,0,0,0,0,0,
26.1,104,0,0,0,0,0,0,
26.1,104.05,0,0,0,0,0,0,
26.1,104.1,0,0,0,0,0,0,
26.1,104.15,0,0,0,0,0,0,
26.1,104.2,0,0,0,0,0,0,
26.1,104.25,0,0,0,0,0,0,
26.1,104.3,0,0,0,0,0,0,
26.1,104.35,0,0,0,0,0,0,
26.1,104.4,0,0,0,0,0,0,
26.1,104.45,0,0,0,0,0,0,
26.1,104.5,0,0,0,0,0,0,
26.1,104.55,0,0,0,0,0,0,
26.1,104.6,0,0,0,0,0,0,
26.1,104.65,0,0,0,0,0,0,
26.1,104.7,0,0,0,0,0,0,
26.1,104.75,0,0,0,0,0,0,
26.1,104.8,0,0,0,0,0,0,
26.1,104.85,0,0,0,0,0,0,
26.1,104.9,0,0,0,0,0,0,
26.1,104.95,0,0,0,0,0,0,
26.1,105,0,0,0,0,0,0,
26.1,105.05,0,0,0,0,0,0,
26.1,105.1,0,0,0,0,0,0,
26.1,105.15,0,0,0,0,0,0,
26.1,105.2,0,0,0,0,0,0,
26.1,105.25,0,0,0,0,0,0,
26.1,105.3,0,0,0,0,0,0,
26.1,105.35,0,0,0,0,0,0,
26.1,105.4,0,0,0,0,0,0,
26.1,105.45,0,0,0,0,0,0,
26.1,105.5,0,0,0,0,0,0,
26.1,105.55,0,0,0,0,0,0,
26.1,105.6,0,0,0,0,0,0,
26.1,105.65,0,0,0,0,0,0,
26.1,105.7,0,0,0,0,0,0,
26.1,105.75,0,0,0,0,0,0,
26.1,105.8,0,0,0,0,0,0,
26.1,105.85,0,0,0,0,0,0,
26.1,105.9,0,0,0,0,0,0,
26.1,105.95,0,0,0,0,0,0,
26.1,106,0,0,0,0,0,0,
26.1,106.05,0,0,0,0,0,0,
26.1,106.1,0,0,0,0,0,0,
26.1,106.15,0,0,0,0,0,0,
26.1,106.2,0,0,0,0,0,0,
26.1,106.25,0,0,0,0,0,0,
26.1,106.3,0,0,0,0,0,0,
26.1,106.35,0,0,0,0,0,0,
26.1,106.4,0,0,0,0,0,0,
26.1,106.45,0,0,0,0,0,0,
26.1,106.5,0,0,0,0,0,0,
26.1,106.55,0,0,0,0,0,0,
26.1,106.6,0,0,0,0,0,0,
26.1,106.65,0,0,0,0,0,0,
26.1,106.7,0,0,0,0,0,0,
26.1,106.75,0,0,0,0,0,0,
26.1,106.8,0,0,0,0,0,0,
26.1,106.85,0,0,0,0,0,0,
26.1,106.9,0,0,0,0,0,0,
26.1,106.95,0,0,0,0,0,0,
26.1,107,0,0,0,0,0,0,
26.1,107.05,0,0,0,0,0,0,
26.1,107.1,0,0,0,0,0,0,
26.1,107.15,0,0,0,0,0,0,
26.1,107.2,0,0,0,0,0,0,
26.1,107.25,0,0,0,0,0,0,
26.1,107.3,0,0,0,0,0,0,
26.1,107.35,0,0,0,0,0,0,
26.1,107.4,0,0,0,0,0,0,
26.1,107.45,0,0,0,0,0,0,
26.1,107.5,0,0,0,0,0,0,
26.1,107.55,0,0,0,0,0,0,
26.1,107.6,0,0,0,0,0,0,
26.1,107.65,0,0,0,0,0,0,
26.1,107.7,0,0,0,0,0,0,
26.1,107.75,0,0,0,0,0,0,
26.1,107.8,0,0,0,0,0,0,
26.1,107.85,0,0,0,0,0,0,
26.1,107.9,0,0,0,0,0,0,
26.1,107.95,0,0,0,0,0,0,
26.1,108,0,0,0,0,0,0,
26.1,108.05,0,0,0,0,0,0,
26.1,108.1,0,0,0,0,0,0,
26.15,97.9,0,0,0,0,0,0,
26.15,97.95,0,0,0,0,0,0,
26.15,98,0,0,0,0,0,0,
26.15,98.05,0,0,0,0,0,0,
26.15,98.1,0,0,0,0,0,0,
26.15,98.15,0,0,0,0,0,0,
26.15,98.2,0,0,0,0,0,0,
26.15,98.25,0,0,0,0,0,0,
26.15,98.3,0,0,0,0,0,0,
26.15,98.35,0,0,0,0,0,0,
26.15,98.4,0,0,0,0,0,0,
26.15,98.45,0,0,0,0,0,0,
26.15,98.5,0,0,0,0,0,0,
26.15,98.55,0,0,0,0,0,0,
26.15,98.6,0,0,0,0,0,0,
26.15,98.65,0,0,0,0,0,0,
26.15,98.7,0,0,0,0,0,0,
26.15,98.75,0,0,0,0,0,0,
26.15,98.8,0,0,0,0,0,0,
26.15,98.85,0,0,0,0,0,0,
26.15,98.9,0,0,0,0,0,0,
26.15,98.95,0,0,0,0,0,0,
26.15,99,0,0,0,0,0,0,
26.15,99.05,0,0,0,0,0,0,
26.15,99.1,0,0,0,0,0,0,
26.15,99.15,0,0,0,0,0,0,
26.15,99.2,0,0,0,0,0,0,
26.15,99.25,0,0,0,0,0,0,
26.15,99.3,0,0,0,0,0,0,
26.15,99.35,0,0,0,0,0,0,
26.15,99.4,0,0,0,0,0,0,
26.15,99.45,0,0,0,0,0,0,
26.15,99.5,0,0,0,0,0,0,
26.15,99.55,0,0,0,0,0,0,
26.15,99.6,0,0,0,0,0,0,
26.15,99.65,0,0,0,0,0,0,
26.15,99.7,0,0,0,0,0,0,
26.15,99.75,0,0,0,0,0,0,
26.15,99.8,0,0,0,0,0,0,
26.15,99.85,0,0,0,0,0,0,
26.15,99.9,0,0,0,0,0,0,
26.15,99.95,0,0,0,0,0,0,
26.15,100,0,0,0,0,0,0,
26.15,100.05,0,0,0,0,0,0,
26.15,100.1,0,0,0,0,0,0,
26.15,100.15,0,0,0,0,0,0,
26.15,100.2,0,0,0,0,0,0,
26.15,100.25,0,0,0,0,0,0,
26.15,100.3,0,0,0,0,0,0,
26.15,100.35,0,0,0,0,0,0,
26.15,100.75,0,0,0,0,0,0,
26.15,100.8,0,0,0,0,0,0,
26.15,101.2,0,0,0,0,0,0,
26.15,101.25,0,0,0,0,0,0,
26.15,101.3,0,0,0,0,0,0,
26.15,101.35,0,0,0,0,0,0,
26.15,101.4,0,0,0,0,0,27.34,米易县
26.15,101.45,0,0,0,0,0,44.35,宁南县
26.15,101.5,0,0,0,0,0,44.35,宁南县
26.15,103,0,0,0,0,0,44.35,宁南县
26.15,103.35,0,0,0,0,0,44.35,宁南县
26.15,103.4,0,0,0,0,0,44.35,宁南县
26.15,103.45,0,0,0,0,0,44.35,宁南县
26.15,103.5,0,0,0,0,0,0,
26.15,103.55,0,0,0,0,0,0,
26.15,103.6,0,0,0,0,0,0,
26.15,103.65,0,0,0,0,0,0,
26.15,103.7,0,0,0,0,0,0,
26.15,103.75,0,0,0,0,0,0,
26.15,103.8,0,0,0,0,0,0,
26.15,103.85,0,0,0,0,0,0,
26.15,103.9,0,0,0,0,0,0,
26.15,103.95,0,0,0,0,0,0,
26.15,104,0,0,0,0,0,0,
26.15,104.05,0,0,0,0,0,0,
26.15,104.1,0,0,0,0,0,0,
26.15,104.15,0,0,0,0,0,0,
26.15,104.2,0,0,0,0,0,0,
26.15,104.25,0,0,0,0,0,0,
26.15,104.3,0,0,0,0,0,0,
26.15,104.35,0,0,0,0,0,0,
26.15,104.4,0,0,0,0,0,0,
26.15,104.45,0,0,0,0,0,0,
26.15,104.5,0,0,0,0,0,0,
26.15,104.55,0,0,0,0,0,0,
26.15,104.6,0,0,0,0,0,0,
26.15,104.65,0,0,0,0,0,0,
26.15,104.7,0,0,0,0,0,0,
26.15,104.75,0,0,0,0,0,0,
26.15,104.8,0,0,0,0,0,0,
26.15,104.85,0,0,0,0,0,0,
26.15,104.9,0,0,0,0,0,0,
26.15,104.95,0,0,0,0,0,0,
26.15,105,0,0,0,0,0,0,
26.15,105.05,0,0,0,0,0,0,
26.15,105.1,0,0,0,0,0,0,
26.15,105.15,0,0,0,0,0,0,
26.15,105.2,0,0,0,0,0,0,
26.15,105.25,0,0,0,0,0,0,
26.15,105.3,0,0,0,0,0,0,
26.15,105.35,0,0,0,0,0,0,
26.15,105.4,0,0,0,0,0,0,
26.15,105.45,0,0,0,0,0,0,
26.15,105.5,0,0,0,0,0,0,
26.15,105.55,0,0,0,0,0,0,
26.15,105.6,0,0,0,0,0,0,
26.15,105.65,0,0,0,0,0,0,
26.15,105.7,0,0,0,0,0,0,
26.15,105.75,0,0,0,0,0,0,
26.15,105.8,0,0,0,0,0,0,
26.15,105.85,0,0,0,0,0,0,
26.15,105.9,0,0,0,0,0,0,
26.15,105.95,0,0,0,0,0,0,
26.15,106,0,0,0,0,0,0,
26.15,106.05,0,0,0,0,0,0,
26.15,106.1,0,0,0,0,0,0,
26.15,106.15,0,0,0,0,0,0,
26.15,106.2,0,0,0,0,0,0,
26.15,106.25,0,0,0,0,0,0,
26.15,106.3,0,0,0,0,0,0,
26.15,106.35,0,0,0,0,0,0,
26.15,106.4,0,0,0,0,0,0,
26.15,106.45,0,0,0,0,0,0,
26.15,106.5,0,0,0,0,0,0,
26.15,106.55,0,0,0,0,0,0,
26.15,106.6,0,0,0,0,0,0,
26.15,106.65,0,0,0,0,0,0,
26.15,106.7,0,0,0,0,0,0,
26.15,106.75,0,0,0,0,0,0,
26.15,106.8,0,0,0,0,0,0,
26.15,106.85,0,0,0,0,0,0,
26.15,106.9,0,0,0,0,0,0,
26.15,106.95,0,0,0,0,0,0,
26.15,107,0,0,0,0,0,0,
26.15,107.05,0,0,0,0,0,0,
26.15,107.1,0,0,0,0,0,0,
26.15,107.15,0,0,0,0,0,0,
26.15,107.2,0,0,0,0,0,0,
26.15,107.25,0,0,0,0,0,0,
26.15,107.3,0,0,0,0,0,0,
26.15,107.35,0,0,0,0,0,0,
26.15,107.4,0,0,0,0,0,0,
26.15,107.45,0,0,0,0,0,0,
26.15,107.5,0,0,0,0,0,0,
26.15,107.55,0,0,0,0,0,0,
26.15,107.6,0,0,0,0,0,0,
26.15,107.65,0,0,0,0,0,0,
26.15,107.7,0,0,0,0,0,0,
26.15,107.75,0,0,0,0,0,0,
26.15,107.8,0,0,0,0,0,0,
26.15,107.85,0,0,0,0,0,0,
26.2,97.6,0,0,0,0,0,0,
26.2,97.65,0,0,0,0,0,0,
26.2,97.7,0,0,0,0,0,0,
26.2,97.75,0,0,0,0,0,0,
26.2,97.8,0,0,0,0,0,0,
26.2,97.85,0,0,0,0,0,0,
26.2,97.9,0,0,0,0,0,0,
26.2,97.95,0,0,0,0,0,0,
26.2,98,0,0,0,0,0,0,
26.2,98.05,0,0,0,0,0,0,
26.2,98.1,0,0,0,0,0,0,
26.2,98.15,0,0,0,0,0,0,
26.2,98.2,0,0,0,0,0,0,
26.2,98.25,0,0,0,0,0,0,
26.2,98.3,0,0,0,0,0,0,
26.2,98.35,0,0,0,0,0,0,
26.2,98.4,0,0,0,0,0,0,
26.2,98.45,0,0,0,0,0,0,
26.2,98.5,0,0,0,0,0,0,
26.2,98.55,0,0,0,0,0,0,
26.2,98.6,0,0,0,0,0,0,
26.2,98.65,0,0,0,0,0,0,
26.2,98.7,0,0,0,0,0,0,
26.2,98.75,0,0,0,0,0,0,
26.2,98.8,0,0,0,0,0,0,
26.2,98.85,0,0,0,0,0,0,
26.2,98.9,0,0,0,0,0,0,
26.2,98.95,0,0,0,0,0,0,
26.2,99,0,0,0,0,0,0,
26.2,99.05,0,0,0,0,0,0,
26.2,99.1,0,0,0,0,0,0,
26.2,99.15,0,0,0,0,0,0,
26.2,99.2,0,0,0,0,0,0,
26.2,99.25,0,0,0,0,0,0,
26.2,99.3,0,0,0,0,0,0,
26.2,99.35,0,0,0,0,0,0,
